ID_AutoProprietario,Numero_Telaio,ID_Proprietario,Data_Inizio_Proprietà,Data_Fine_Proprietà
503,VIN92025,503,2021-05-14,NULL
504,VIN97768,504,2015-11-11,NULL
505,VIN52678,505,2024-01-21,NULL
506,VIN65418,506,2021-01-19,NULL
507,VIN74694,507,2015-05-14,NULL
508,VIN49258,508,2014-07-23,NULL
509,VIN66960,509,2021-04-21,NULL
510,VIN89879,510,2015-08-01,NULL
511,VIN25849,511,2024-08-21,NULL
512,VIN49424,512,2016-01-07,NULL
513,VIN92223,513,2021-01-21,2018-07-22
514,VIN46473,514,2016-12-13,NULL
515,VIN85837,515,2017-01-26,NULL
516,VIN89856,516,2023-06-04,NULL
517,VIN39889,517,2024-04-14,2020-09-13
518,VIN81862,518,2015-11-26,NULL
519,VIN71852,519,2015-09-20,NULL
520,VIN37493,520,2015-01-18,NULL
521,VIN64371,521,2017-03-08,2019-08-20
522,VIN28289,522,2017-02-05,NULL
523,VIN54374,523,2018-05-22,NULL
524,VIN37891,524,2017-08-20,NULL
525,VIN44766,525,2022-10-14,NULL
526,VIN26022,526,2017-08-02,NULL
527,VIN15142,527,2015-01-04,2022-08-18
528,VIN12037,528,2014-10-24,NULL
529,VIN75778,529,2015-07-02,NULL
530,VIN97192,530,2014-10-19,NULL
531,VIN68366,531,2022-11-24,NULL
532,VIN97579,532,2018-06-07,NULL
533,VIN16420,533,2019-12-13,NULL
534,VIN63366,534,2022-12-23,NULL
535,VIN20834,535,2020-12-19,NULL
536,VIN23575,536,2019-01-06,2021-04-21
537,VIN60918,537,2015-07-17,NULL
538,VIN91578,538,2021-09-28,2014-05-16
539,VIN40726,539,2017-03-10,NULL
540,VIN86670,540,2015-06-20,NULL
541,VIN59317,541,2017-10-01,NULL
542,VIN44415,542,2019-09-25,2023-01-12
543,VIN80989,543,2017-11-22,NULL
544,VIN78598,544,2015-02-20,NULL
545,VIN13484,545,2019-08-06,NULL
546,VIN74772,546,2017-03-12,NULL
547,VIN41882,547,2021-07-06,NULL
548,VIN10874,548,2020-04-13,NULL
549,VIN34316,549,2023-12-05,NULL
550,VIN70569,550,2020-01-17,2015-01-18
551,VIN69999,551,2021-07-21,NULL
552,VIN66869,552,2020-02-13,NULL
553,VIN91576,553,2023-10-02,NULL
554,VIN11216,554,2015-08-03,2018-05-13
555,VIN81328,555,2016-09-01,NULL
556,VIN39996,556,2015-08-17,2020-04-14
557,VIN72328,557,2020-05-23,NULL
558,VIN45110,558,2021-03-12,2015-10-20
559,VIN66828,559,2019-08-13,NULL
560,VIN70686,560,2020-06-02,NULL
561,VIN30386,561,2021-10-09,NULL
562,VIN50939,562,2019-11-16,NULL
563,VIN18072,563,2016-06-01,2015-06-22
564,VIN77175,564,2020-05-15,NULL
565,VIN55445,565,2016-10-07,NULL
566,VIN37950,566,2017-06-25,NULL
567,VIN70177,567,2017-08-10,NULL
568,VIN10509,568,2020-03-25,NULL
569,VIN71179,569,2017-02-03,NULL
570,VIN75231,570,2020-03-24,NULL
571,VIN55665,571,2022-12-25,2019-09-09
572,VIN78255,572,2024-03-09,2018-09-06
573,VIN95126,573,2018-07-06,NULL
574,VIN33616,574,2016-07-16,NULL
575,VIN20147,575,2022-10-16,2021-02-01
576,VIN44547,576,2020-01-22,NULL
577,VIN25220,577,2017-07-14,NULL
578,VIN49590,578,2020-04-25,NULL
579,VIN56641,579,2018-08-24,NULL
580,VIN90643,580,2022-11-18,NULL
581,VIN95018,581,2017-04-05,NULL
582,VIN56735,582,2020-07-19,NULL
583,VIN81208,583,2021-11-05,NULL
584,VIN39353,584,2018-02-20,NULL
585,VIN25744,585,2015-11-24,NULL
586,VIN37230,586,2017-01-27,NULL
587,VIN28085,587,2018-08-13,NULL
588,VIN72818,588,2018-02-02,NULL
589,VIN11115,589,2017-03-22,2018-05-12
590,VIN44380,590,2021-06-12,NULL
591,VIN43641,591,2017-08-08,NULL
592,VIN27671,592,2018-10-21,NULL
593,VIN67330,593,2021-06-09,NULL
594,VIN76231,594,2018-05-03,NULL
595,VIN21001,595,2014-01-04,2021-01-08
596,VIN10053,596,2019-01-16,NULL
597,VIN29542,597,2018-03-10,NULL
598,VIN81567,598,2020-02-04,NULL
599,VIN82971,599,2016-01-11,NULL
600,VIN69392,600,2014-10-21,2019-05-27
601,VIN84679,601,2017-11-26,NULL
602,VIN99348,602,2024-08-08,NULL
603,VIN48655,603,2018-09-08,NULL
604,VIN77507,604,2017-10-11,NULL
605,VIN97260,605,2016-08-15,NULL
606,VIN19389,606,2023-04-21,NULL
607,VIN17493,607,2015-09-28,NULL
608,VIN33165,608,2021-11-21,NULL
609,VIN52884,609,2021-05-25,NULL
610,VIN80956,610,2022-07-09,2017-09-04
611,VIN42996,611,2022-05-02,2015-01-19
612,VIN92238,612,2023-02-20,NULL
613,VIN36927,613,2018-04-20,2021-10-07
614,VIN55576,614,2018-06-06,2020-03-06
615,VIN57075,615,2017-05-27,NULL
616,VIN95566,616,2016-10-24,NULL
617,VIN51992,617,2021-07-22,2017-04-18
618,VIN11582,618,2014-04-27,2017-10-27
619,VIN77991,619,2017-08-20,2020-11-24
620,VIN82473,620,2018-03-10,NULL
621,VIN93376,621,2021-04-15,NULL
622,VIN84227,622,2020-04-05,NULL
623,VIN52021,623,2015-10-06,NULL
624,VIN97271,624,2015-02-26,2021-03-07
625,VIN47030,625,2022-11-13,NULL
626,VIN38668,626,2023-01-04,NULL
627,VIN46784,627,2018-11-14,NULL
628,VIN65893,628,2019-05-02,NULL
629,VIN48886,629,2023-09-04,NULL
630,VIN23123,630,2024-12-26,NULL
631,VIN25949,631,2024-10-04,NULL
632,VIN54948,632,2021-08-03,NULL
633,VIN61078,633,2019-04-22,NULL
634,VIN72281,634,2018-06-15,NULL
635,VIN16473,635,2019-09-27,NULL
636,VIN88913,636,2022-02-23,2015-01-18
637,VIN83548,637,2016-05-21,NULL
638,VIN58671,638,2022-10-03,NULL
639,VIN55863,639,2023-12-25,NULL
640,VIN18335,640,2020-11-01,NULL
641,VIN84980,641,2023-08-01,NULL
642,VIN96303,642,2018-05-19,NULL
643,VIN64868,643,2023-05-06,2023-09-14
644,VIN10536,644,2024-08-01,2021-12-16
645,VIN87501,645,2019-02-12,NULL
646,VIN99057,646,2017-08-24,NULL
647,VIN38611,647,2024-03-11,NULL
648,VIN98846,648,2015-12-28,NULL
649,VIN11799,649,2018-11-23,2014-07-07
650,VIN14139,650,2019-04-21,NULL
651,VIN80951,651,2023-05-06,NULL
652,VIN67140,652,2016-03-14,NULL
653,VIN92732,653,2024-08-11,NULL
654,VIN64857,654,2019-12-24,NULL
655,VIN54784,655,2019-12-19,NULL
656,VIN86078,656,2020-07-20,NULL
657,VIN39703,657,2020-10-18,NULL
658,VIN88907,658,2017-01-11,NULL
659,VIN96221,659,2017-07-04,NULL
660,VIN68508,660,2017-11-13,2019-03-04
661,VIN59561,661,2020-03-25,NULL
662,VIN52783,662,2022-06-17,NULL
663,VIN99495,663,2023-05-11,NULL
664,VIN29435,664,2017-07-15,NULL
665,VIN31485,665,2018-02-02,2020-01-13
666,VIN19592,666,2022-02-09,NULL
667,VIN52535,667,2023-05-18,NULL
668,VIN39773,668,2024-02-09,2020-01-18
669,VIN11075,669,2023-04-19,NULL
670,VIN80324,670,2014-08-16,NULL
671,VIN33538,671,2020-07-13,2015-07-05
672,VIN87836,672,2017-04-03,NULL
673,VIN88590,673,2024-09-03,2024-07-24
674,VIN54094,674,2018-07-15,NULL
675,VIN11782,675,2020-01-22,2019-01-20
676,VIN22838,676,2022-11-25,NULL
677,VIN85470,677,2024-10-26,NULL
678,VIN17006,678,2016-05-14,NULL
679,VIN28342,679,2020-07-25,NULL
680,VIN76736,680,2019-06-19,2024-03-27
681,VIN31950,681,2023-08-03,NULL
682,VIN51845,682,2014-05-20,NULL
683,VIN11442,683,2024-05-17,NULL
684,VIN78521,684,2017-07-13,2016-05-12
685,VIN60055,685,2021-05-23,NULL
686,VIN14220,686,2022-11-10,NULL
687,VIN47191,687,2021-10-24,NULL
688,VIN27770,688,2014-04-15,NULL
689,VIN51681,689,2018-09-13,NULL
690,VIN24873,690,2024-10-17,2021-09-05
691,VIN88300,691,2024-11-05,NULL
692,VIN39334,692,2014-06-12,NULL
693,VIN24801,693,2022-02-07,NULL
694,VIN69941,694,2022-04-01,NULL
695,VIN60563,695,2016-10-16,NULL
696,VIN45507,696,2024-11-25,2019-09-21
697,VIN16999,697,2017-02-27,NULL
698,VIN56091,698,2016-02-14,NULL
699,VIN64179,699,2015-03-15,NULL
700,VIN20966,700,2016-05-02,2023-01-09
701,VIN47229,701,2020-10-13,NULL
702,VIN91257,702,2020-06-17,NULL
703,VIN14389,703,2019-07-05,NULL
704,VIN67616,704,2017-08-14,NULL
705,VIN47279,705,2017-04-18,NULL
706,VIN95045,706,2023-10-26,NULL
707,VIN82561,707,2016-04-24,NULL
708,VIN25051,708,2022-05-08,NULL
709,VIN11219,709,2019-03-16,NULL
710,VIN32599,710,2020-01-13,NULL
711,VIN66940,711,2018-02-24,NULL
712,VIN90399,712,2021-07-28,NULL
713,VIN49261,713,2018-10-20,2021-09-16
714,VIN17735,714,2017-07-18,NULL
715,VIN54379,715,2018-11-17,NULL
716,VIN39163,716,2016-08-06,2016-07-20
717,VIN37344,717,2014-04-03,NULL
718,VIN76897,718,2014-08-24,NULL
719,VIN97972,719,2016-03-21,NULL
720,VIN25974,720,2020-08-05,2021-03-14
721,VIN99071,721,2017-02-08,NULL
722,VIN67730,722,2021-04-02,NULL
723,VIN98720,723,2020-01-23,2024-10-10
724,VIN70501,724,2018-04-01,NULL
725,VIN80424,725,2022-12-23,NULL
726,VIN34200,726,2015-01-14,NULL
727,VIN52049,727,2014-01-04,NULL
728,VIN93755,728,2017-01-16,NULL
729,VIN60326,729,2017-09-22,NULL
730,VIN98394,730,2017-10-25,NULL
731,VIN12358,731,2023-03-05,2020-05-26
732,VIN35623,732,2023-08-05,NULL
733,VIN32762,733,2023-01-26,NULL
734,VIN78658,734,2014-11-21,NULL
735,VIN77038,735,2014-01-05,2017-09-22
736,VIN73265,736,2024-02-05,2015-03-04
737,VIN11257,737,2021-05-02,2015-01-24
738,VIN90830,738,2021-10-08,2024-07-13
739,VIN32242,739,2016-05-09,NULL
740,VIN70269,740,2017-12-03,NULL
741,VIN80302,741,2018-08-01,NULL
742,VIN27575,742,2023-05-26,2014-02-13
743,VIN10930,743,2023-09-28,NULL
744,VIN41968,744,2015-01-23,NULL
745,VIN28570,745,2014-04-22,NULL
746,VIN37993,746,2018-02-01,NULL
747,VIN44071,747,2023-12-25,NULL
748,VIN18474,748,2018-05-11,2015-04-27
749,VIN77411,749,2019-01-20,NULL
750,VIN17957,750,2014-09-21,NULL
751,VIN74288,751,2017-11-06,NULL
752,VIN26457,752,2015-02-03,NULL
753,VIN85383,753,2015-06-09,2014-06-12
754,VIN58777,754,2020-05-06,NULL
755,VIN24585,755,2014-10-26,NULL
756,VIN40634,756,2021-06-09,NULL
757,VIN76777,757,2016-02-13,NULL
758,VIN40876,758,2022-09-21,NULL
759,VIN85523,759,2019-03-24,NULL
760,VIN48879,760,2019-10-09,2014-02-18
761,VIN25390,761,2019-12-26,2018-05-20
762,VIN82541,762,2018-04-19,2022-11-07
763,VIN97349,763,2020-12-22,NULL
764,VIN24151,764,2023-02-24,NULL
765,VIN97206,765,2020-03-11,2018-10-04
766,VIN68744,766,2023-07-01,2021-01-16
767,VIN85867,767,2016-10-24,2017-07-21
768,VIN17156,768,2024-12-14,2017-02-18
769,VIN78468,769,2019-10-26,2016-04-27
770,VIN26320,770,2024-04-03,2018-08-28
771,VIN90368,771,2020-07-25,NULL
772,VIN77762,772,2020-01-07,NULL
773,VIN71880,773,2024-05-21,NULL
774,VIN41903,774,2015-01-07,2024-07-12
775,VIN28123,775,2019-11-08,NULL
776,VIN80324,776,2014-12-13,NULL
777,VIN19376,777,2021-08-09,NULL
778,VIN44677,778,2015-12-02,NULL
779,VIN61221,779,2017-08-18,NULL
780,VIN67877,780,2023-03-05,NULL
781,VIN38710,781,2021-05-14,NULL
782,VIN39955,782,2015-11-06,NULL
783,VIN70355,783,2024-10-19,NULL
784,VIN24422,784,2016-09-16,NULL
785,VIN90009,785,2014-11-09,NULL
786,VIN37121,786,2020-10-07,NULL
787,VIN39846,787,2015-04-11,NULL
788,VIN75819,788,2018-06-15,NULL
789,VIN81382,789,2020-07-03,NULL
790,VIN48623,790,2017-08-22,NULL
791,VIN73261,791,2017-03-22,NULL
792,VIN51806,792,2022-08-10,2021-07-13
793,VIN65326,793,2021-11-12,2023-08-02
794,VIN39573,794,2015-03-27,NULL
795,VIN37868,795,2019-07-11,2017-02-20
796,VIN61050,796,2020-01-09,2022-05-13
797,VIN81701,797,2019-11-19,2024-02-04
798,VIN27691,798,2023-04-18,NULL
799,VIN37598,799,2022-10-19,NULL
800,VIN54162,800,2022-02-13,NULL
801,VIN17912,801,2019-05-15,NULL
802,VIN98627,802,2019-12-23,NULL
803,VIN30368,803,2023-05-09,NULL
804,VIN74868,804,2014-11-15,NULL
805,VIN63287,805,2018-04-22,NULL
806,VIN45563,806,2023-11-10,NULL
807,VIN58615,807,2014-07-05,NULL
808,VIN64175,808,2017-09-27,NULL
809,VIN77673,809,2022-02-05,NULL
810,VIN38783,810,2020-12-07,2024-12-17
811,VIN59559,811,2020-02-28,NULL
812,VIN41770,812,2019-12-25,NULL
813,VIN39264,813,2023-05-14,NULL
814,VIN50174,814,2014-07-13,NULL
815,VIN26524,815,2023-04-18,NULL
816,VIN91205,816,2020-12-03,2017-03-11
817,VIN71912,817,2024-12-04,NULL
818,VIN20643,818,2020-08-08,NULL
819,VIN99674,819,2019-12-23,NULL
820,VIN95083,820,2016-11-14,NULL
821,VIN85348,821,2016-03-21,2016-12-02
822,VIN90212,822,2024-09-26,NULL
823,VIN21896,823,2024-01-03,NULL
824,VIN77492,824,2019-05-26,2018-12-25
825,VIN96472,825,2022-05-24,NULL
826,VIN20493,826,2019-12-28,NULL
827,VIN46317,827,2020-12-02,2020-05-20
828,VIN37419,828,2022-05-16,NULL
829,VIN21105,829,2021-10-17,NULL
830,VIN47845,830,2020-06-17,NULL
831,VIN35017,831,2023-08-01,NULL
832,VIN68087,832,2016-01-09,NULL
833,VIN65174,833,2014-08-16,NULL
834,VIN22323,834,2016-08-01,NULL
835,VIN44187,835,2014-02-18,NULL
836,VIN77680,836,2020-01-10,NULL
837,VIN55935,837,2024-09-28,NULL
838,VIN50620,838,2020-01-08,NULL
839,VIN42128,839,2018-10-14,NULL
840,VIN91326,840,2017-10-24,NULL
841,VIN79642,841,2018-06-08,NULL
842,VIN80267,842,2020-10-16,NULL
843,VIN97876,843,2017-09-20,NULL
844,VIN91133,844,2015-01-23,NULL
845,VIN86558,845,2020-01-04,NULL
846,VIN85282,846,2016-09-10,NULL
847,VIN77083,847,2019-04-10,2021-08-20
848,VIN52771,848,2016-06-17,NULL
849,VIN52189,849,2016-05-01,NULL
850,VIN52192,850,2015-04-21,2024-06-04
851,VIN90433,851,2017-10-18,NULL
852,VIN76673,852,2016-11-13,NULL
853,VIN77568,853,2015-11-09,NULL
854,VIN23416,854,2014-05-21,NULL
855,VIN51754,855,2021-07-05,NULL
856,VIN85321,856,2017-05-10,NULL
857,VIN53584,857,2024-05-07,2014-12-28
858,VIN93032,858,2020-04-09,NULL
859,VIN20950,859,2017-05-06,NULL
860,VIN33209,860,2024-12-19,NULL
861,VIN76947,861,2023-08-27,NULL
862,VIN21826,862,2017-09-08,2020-04-16
863,VIN13080,863,2016-05-06,NULL
864,VIN43725,864,2017-11-09,2014-05-17
865,VIN67374,865,2024-09-27,NULL
866,VIN24309,866,2015-01-18,2020-06-09
867,VIN92621,867,2024-06-18,NULL
868,VIN91879,868,2015-07-23,NULL
869,VIN52473,869,2019-01-27,NULL
870,VIN84968,870,2022-10-13,NULL
871,VIN52445,871,2021-10-07,NULL
872,VIN72538,872,2022-05-12,NULL
873,VIN59004,873,2014-03-06,2014-08-22
874,VIN21766,874,2023-08-03,NULL
875,VIN82814,875,2020-02-09,NULL
876,VIN25982,876,2021-01-15,NULL
877,VIN79078,877,2021-12-12,NULL
878,VIN38413,878,2016-06-18,NULL
879,VIN92028,879,2014-08-14,NULL
880,VIN19470,880,2021-08-08,2022-01-02
881,VIN94510,881,2015-10-28,NULL
882,VIN23911,882,2020-08-12,2014-03-16
883,VIN67701,883,2021-07-14,NULL
884,VIN11119,884,2015-12-16,2015-06-16
885,VIN55042,885,2015-05-07,NULL
886,VIN15073,886,2020-07-25,NULL
887,VIN30521,887,2021-12-15,NULL
888,VIN70291,888,2018-01-04,NULL
889,VIN40139,889,2021-01-15,NULL
890,VIN27396,890,2021-10-10,NULL
891,VIN65643,891,2023-06-24,NULL
892,VIN57077,892,2021-12-07,NULL
893,VIN85491,893,2021-09-09,NULL
894,VIN22593,894,2023-09-23,NULL
895,VIN48087,895,2024-05-16,NULL
896,VIN78780,896,2014-01-10,NULL
897,VIN86239,897,2021-01-04,NULL
898,VIN12323,898,2016-08-20,NULL
899,VIN43766,899,2017-09-02,NULL
900,VIN67911,900,2015-09-10,NULL
901,VIN35302,901,2022-07-20,NULL
902,VIN43759,902,2020-11-25,NULL
903,VIN97704,903,2016-09-14,NULL
904,VIN27004,904,2021-09-28,NULL
905,VIN93449,905,2015-09-07,NULL
906,VIN74708,906,2021-06-01,2017-01-26
907,VIN15370,907,2019-10-12,NULL
908,VIN31579,908,2018-01-23,NULL
909,VIN77349,909,2015-10-08,2017-11-09
910,VIN20743,910,2015-08-08,NULL
911,VIN68158,911,2021-02-21,NULL
912,VIN98393,912,2021-07-12,2021-02-11
913,VIN76563,913,2016-09-13,NULL
914,VIN59814,914,2017-06-08,NULL
915,VIN48496,915,2020-06-18,NULL
916,VIN42086,916,2018-09-14,NULL
917,VIN97093,917,2014-02-20,NULL
918,VIN18845,918,2021-02-14,NULL
919,VIN23903,919,2017-03-07,NULL
920,VIN85354,920,2024-08-20,NULL
921,VIN52530,921,2022-08-01,2019-10-28
922,VIN72393,922,2016-03-07,NULL
923,VIN84731,923,2024-06-09,NULL
924,VIN39214,924,2014-10-22,2016-11-18
925,VIN90015,925,2020-10-16,2017-07-07
926,VIN40645,926,2015-10-22,NULL
927,VIN74022,927,2023-11-04,NULL
928,VIN51991,928,2022-06-17,NULL
929,VIN47275,929,2024-09-14,NULL
930,VIN90090,930,2014-01-23,NULL
931,VIN98686,931,2014-05-28,NULL
932,VIN32752,932,2019-03-18,NULL
933,VIN96333,933,2018-10-15,NULL
934,VIN61015,934,2024-10-16,NULL
935,VIN63551,935,2023-10-05,NULL
936,VIN25724,936,2017-07-26,NULL
937,VIN22273,937,2015-08-10,NULL
938,VIN93530,938,2017-03-02,NULL
939,VIN82808,939,2018-11-08,2015-05-04
940,VIN71196,940,2020-12-26,2020-06-22
941,VIN83842,941,2023-03-09,NULL
942,VIN30725,942,2018-04-23,NULL
943,VIN93663,943,2016-03-03,NULL
944,VIN28748,944,2021-02-14,2023-10-20
945,VIN90201,945,2020-08-10,NULL
946,VIN97020,946,2014-10-12,NULL
947,VIN31972,947,2019-02-04,2022-01-02
948,VIN72507,948,2017-01-26,NULL
949,VIN18750,949,2023-06-16,NULL
950,VIN20778,950,2019-05-10,NULL
951,VIN38157,951,2018-09-15,NULL
952,VIN46793,952,2018-05-13,NULL
953,VIN57574,953,2020-08-19,2016-08-07
954,VIN83091,954,2022-03-11,NULL
955,VIN27560,955,2015-11-08,NULL
956,VIN52003,956,2016-10-23,NULL
957,VIN58895,957,2018-10-14,NULL
958,VIN57375,958,2014-04-11,NULL
959,VIN88419,959,2015-03-19,NULL
960,VIN95680,960,2022-06-11,NULL
961,VIN75140,961,2020-10-11,2024-04-11
962,VIN83087,962,2020-01-16,NULL
963,VIN10044,963,2020-02-26,NULL
964,VIN55778,964,2015-11-23,NULL
965,VIN23360,965,2014-05-07,2022-09-17
966,VIN55806,966,2022-11-22,2016-08-14
967,VIN17006,967,2021-02-24,NULL
968,VIN57821,968,2021-01-12,NULL
969,VIN85258,969,2023-11-25,NULL
970,VIN64878,970,2018-08-21,NULL
971,VIN85572,971,2018-11-12,NULL
972,VIN51002,972,2016-09-04,NULL
973,VIN47007,973,2022-10-06,NULL
974,VIN91411,974,2015-04-25,NULL
975,VIN68302,975,2019-01-24,NULL
976,VIN14934,976,2024-02-04,NULL
977,VIN15932,977,2022-04-13,NULL
978,VIN28839,978,2017-02-14,2014-08-07
979,VIN41052,979,2024-09-26,NULL
980,VIN60512,980,2021-09-12,NULL
981,VIN10345,981,2024-03-16,NULL
982,VIN66563,982,2022-07-11,NULL
983,VIN68959,983,2020-11-06,NULL
984,VIN19806,984,2015-02-10,NULL
985,VIN49489,985,2015-03-12,NULL
986,VIN38221,986,2021-10-12,NULL
987,VIN70419,987,2021-04-11,2014-02-14
988,VIN74827,988,2014-01-14,NULL
989,VIN68469,989,2022-08-21,NULL
990,VIN55032,990,2020-12-17,NULL
991,VIN89482,991,2019-11-19,2014-08-12
992,VIN64018,992,2021-01-08,NULL
993,VIN94860,993,2015-04-04,NULL
994,VIN91514,994,2018-12-11,NULL
995,VIN31617,995,2015-01-23,NULL
996,VIN49266,996,2017-05-02,NULL
997,VIN44046,997,2014-05-12,NULL
998,VIN79236,998,2021-08-27,2024-02-10
999,VIN71590,999,2017-08-08,2019-03-11
1000,VIN14668,1000,2016-12-17,NULL
